code_insee,annee,indicateur,valeur
59099,2017,encours_dette,2774141.73
59099,2018,encours_dette,2662805.58
59099,2019,encours_dette,3036816.12
59099,2020,encours_dette,3378946.79
59099,2021,encours_dette,3210038.43
59099,2022,encours_dette,3035427.51
59099,2023,encours_dette,2854896.06
59099,2024,encours_dette,2668217.21
59100,2017,encours_dette,349838.56
59100,2018,encours_dette,331104.34
59100,2019,encours_dette,311983.56
59100,2020,encours_dette,292461.59
59100,2021,encours_dette,272523.23
59100,2022,encours_dette,252152.69
59100,2023,encours_dette,231333.57
59100,2024,encours_dette,210048.87
59101,2017,encours_dette,0.0
59101,2018,encours_dette,0.0
59101,2019,encours_dette,0.0
59101,2020,encours_dette,0.0
59101,2021,encours_dette,0.0
59101,2022,encours_dette,0.0
59101,2023,encours_dette,0.0
59101,2024,encours_dette,0.0
59102,2017,encours_dette,52785.76
59102,2018,encours_dette,61901.78
59102,2019,encours_dette,282184.38
59102,2020,encours_dette,269906.24
59102,2021,encours_dette,257310.12
59102,2022,encours_dette,237727.84
59102,2023,encours_dette,224635.63
59102,2024,encours_dette,210860.89
59103,2017,encours_dette,444572.25
59103,2018,encours_dette,421448.39
59103,2019,encours_dette,397510.23
59103,2020,encours_dette,372721.98
59103,2021,encours_dette,347046.1
59103,2022,encours_dette,320443.2
59103,2023,encours_dette,292872.01
59103,2024,encours_dette,264289.17
59104,2017,encours_dette,3436452.18
59104,2018,encours_dette,3229644.8
59104,2019,encours_dette,3074748.47
59104,2020,encours_dette,2866447.5
59104,2021,encours_dette,2645484.63
59104,2022,encours_dette,2431997.16
59104,2023,encours_dette,2234245.75
59104,2024,encours_dette,2113983.13
59105,2017,encours_dette,774781.94
59105,2018,encours_dette,720839.18
59105,2019,encours_dette,675848.69
59105,2020,encours_dette,546507.93
59105,2021,encours_dette,883888.3
59105,2022,encours_dette,842034.06
59105,2023,encours_dette,506949.94
59105,2024,encours_dette,741387.7
59106,2017,encours_dette,279999.94
59106,2018,encours_dette,253333.26
59106,2019,encours_dette,226666.58
59106,2020,encours_dette,199999.9
59106,2021,encours_dette,173333.22
